"employee_id","schoolName","fieldOfStudy","degreeName"
"t_10544","Institute of Techncal Education & Research","Computer Science","B.E"
"t_10545","Universiteit Antwerpen","Computer Science","Doctor of Philosophy (PhD)"
"t_10545","Universiteit Antwerpen","Computer Science","Master"
"t_10545","Sint-Jozefscollege, Herentals","Economie Wiskunde","Algemeen Secundair Onderwijs"
"t_10546","Universiteit Antwerpen",NA,"Master of Science in de industriële wetenschappen: Elektronica-ICT, Cum Laude"
"t_10546","Universiteit Antwerpen",NA,"Bachelor of Science in de industriële wetenschappen: Elektronica-ICT"
"t_10546","PITO Stabroek","Industriële wetenschappen",NA
"t_10547","Vlerick Business School",NA,"Master of Business Administration (M.B.A.)"
"t_10547","IBM","Cybersecurity Analyst",NA
"t_10547","Varna Free University ""Chernorizets Hrabar""","Software Engineering and Project Management","Master of Science - MS"
"t_10548","Natural Success Academy","Creative Development, Structural Dynamics","Coaching Accreditation"
"t_10548","Ubeon",NA,"Systemic NLP Master Practitioner"
"t_10548","Ubeon",NA,"Systemic NLP Practitioner"
"t_10549","University of Antwerp","Condensed Matter and Materials Physics","Doctor's Degree"
"t_10549","Universidade Federal de Pernambuco","Physics","Master's degree"
"t_10549","Universidade Federal de Pernambuco","Physics","Bachelor's degree"
"t_10550","University of Antwerp","Mathematics",NA
"t_10550","Don Bosco Hoboken","STEM",NA
"t_10551","Universiteit Antwerpen","Specifieke lerarenopleiding","Master's degree"
"t_10551","Universiteit Antwerpen","Biologie (Biology)","Master's degree"
"t_10551","Universiteit Antwerpen","Biologie (Biology)","Bachelor's degree"
"t_10552","University of Antwerp","Social Sciences","Doctor of Social Science"
"t_10552","University of KwaZulu-Natal","Public Health","Master's degree"
"t_10552","University of the Witwatersrand","Health Services/Allied Health/Health Sciences, General","Bsc Occupational Therapy"
"t_10553","Akademia Leona Koźmińskiego (Kozminski University)","Sustainable Finance and ESG (Environment, Social, Governance)","Postgraduate Degree"
"t_10553","SGH Warsaw School of Economics","E-Business","Master's degree"
"t_10553","Universiteit Antwerpen","Applied Economics","Master's degree"
"t_10554","The London School of Economics and Political Science (LSE)",NA,"MSc Political Economy of Late Development"
"t_10554","University of Antwerp",NA,"Post-graduate research in International Trade Law"
"t_10554","Università di Bologna",NA,"MSc International Relations"
"t_10555","University of Antwerp","Applied Engineering","Doctor of Philosophy - PhD"
"t_10555","Universiteit Antwerpen","Electrical engineering and Information technology","Master of Science in Engineering"
"t_10555","Universiteit Antwerpen","Electrical engineering and Information technology","Bachelor of Applied Science (BASc)"
"t_10556","University of Antwerp","Computer Science","Master's degree"
"t_10556","University of Antwerp","Computer Science","Bachelor's degree"
"t_10557","Universiteit Antwerpen","Computer Science","Master"
"t_10558","Universiteit Antwerpen","Computational Linguistics","Doctor of Philosophy - PhD"
"t_10558","Universität des Saarlandes","Language Science and Technology","Master of Science (M.Sc.)"
"t_10558","VIT University, Vellore","Computer Science and Engineering","Bachelor of Technology (BTech)"
"t_10559","Louvain School of Management",NA,"Master's Degree, Business Engineering, Magna Cum Laude"
"t_10559","Queen's University",NA,"Exchange, Commerce"
"t_10559","Universiteit Antwerpen",NA,"Erasmus Belgica, Business Engineering"
"t_10560","University of Antwerp","Electrical engineering and Information technology","Master of Science (M.S.)"
"t_10561","KU Leuven","Classical Philology: Latin and Ancient Greek","Master's degree"
"t_10561","Universiteit Antwerpen","Law","Bachelor's degree"
"t_10561","UCLA Center for Prehospital Care",NA,"EMT"
"t_10562","University of Antwerp","Faculty of Applied Economics","Master’s Degree"
"t_10562","University of Warsaw","Information Technology and Econometrics","Master’s Degree"
"t_10562","University of Szczecin","Economics",NA
"t_10563","Tilburg University","Applied Economics - Joint Degree","PhD"
"t_10563","University of Antwerp","Applied Economics","PhD"
"t_10563","Maastricht University","Social and Organizational Psychology","Master of Science - MS"
"t_10564","Universiteit Antwerpen","Toegepaste economie (Applied economics)","Master's degree"
"t_10565","University of Antwerp",NA,"Doctor of Science (PhD)"
"t_10565","InSTEC","Nuclear Physics","Master of Science - MS"
"t_10565","InSTEC","Nuclear Physics","Bachelor of Science - BS"
"t_10566","University of Antwerp","Applied Mathematics","Doctor of Philosophy - PhD"
"t_10566","University of Antwerp","Applied Mathematics","Master's degree"
"t_10567","Universiteit Antwerpen","Business Engineering with Management Information Systems","Master of Science (MSc)"
"t_10567","University of International Business and Economics","Chinese Studies","Summer School - Chinese Business Environment"
"t_10567","Georgetown University","American/United States Studies/Civilization","Summer School - American Business Environment"
"t_10568","University of Antwerp","Automotive Engineering/Green Technologies","Joints Master's Degree in Sustainable Automotive Engineering"
"t_10568","P.E.S Modern college of engineering","Mechanical Engineering","Bachelor's degree"
"t_10569","IHAM (nu Universiteit Antwerpen)","Industrial Engineering","Master’s Degree"
"t_10569","Koninklijk Atheneum Mechelen","Latin-Mathematics","ASO"
"t_10570","Karel de Grote Hogeschool","Applied Computer Sciences - Application Development","Bachelor’s Degree"
"t_10570","University of Antwerp","Computer Sciences","Bachelor of Applied Science (B.A.Sc.)"
"t_10570","Sint-Michielscollege Schoten","Mathematical Sciences","High School"
"t_10571","Universiteit Antwerpen","Accounting and Finance","Master of Business Administration (MBA)"
"t_10571","Ha Noi University","Finance & Banking","Bachelor's degree"
"t_10572","Universiteit Antwerpen","Electronics and ICT Engineering Technology","Master's degree"
"t_10572","Sint-Michielscollege Brasschaat","Wetenschappen-Wiskunde(6)","Diploma Secundair Onderwijs"
"t_10573","Universiteit Antwerpen","Ingenieurswetenschappen","Master of Science (M.Sc.)"
"t_10573","Universiteit Antwerpen","Minor Introduction in Construction","Master's degree"
"t_10573","Sint-Norbertusinstituut","Latijn - Moderne talen",NA
"t_10574","University of Antwerp","Arts Management","Master's degree"
"t_10574","University of Antwerp","Applied Economic Sciences: Economic Policy","Master's degree"
"t_10574","ISCTE - Instituto Universitário de Lisboa","Cross-cultural Communication and Negotiation","Summerschool"
"t_10575","KU Leuven","Usability Design","Postgraduate"
"t_10575","Katholieke Hogeschool Kempen","Networks and multimedia","Postgraduate"
"t_10575","University of Antwerp","Computer Science","M.Sc."
"t_10576","Antwerp Management School","Finance","Master of Science - MS"
"t_10576","Universiteit Antwerpen","Economics","Master of Science - MS"
"t_10576","Universität Mannheim","Volkswirtschaftslehre","Erasmus"
"t_10577","Goa Institute of Management (GIM)","Healthcare ","Post Graduate Diploma in Management (MBA)"
"t_10577","University of Antwerp",NA,"Joint International Internship Seminar"
"t_10577","Guru Gobind Singh Indraprastha University","Business Administration and Management, General","Bachelor in Business Administration (BBA)"
"t_10578","Universiteit Antwerpen","Industrial Sciences: Electronics-ICT","Master's degree"
"t_10578","Universiteit Antwerpen","Industrial Sciences: Electronics-ICT","Bachelor's degree"
"t_10578","H. Pius-X Instituut Antwerpen","Wetenschappen - wiskunde","Sciences - mathematics"
"t_10579","University of Antwerp","Data Science","Master of Computer Science"
"t_10579","Özyeğin Üniversitesi","Computer Science",NA
"t_10580","Diergeneeskunde","Veterinary medicine / Diergeneeskunde","Master"
"t_10580","Universiteit Antwerpen","Veterinary medicine / Diergeneeskunde","Bachelor's degree"
"t_10580","Avans Hogeschool Breda","Medische Rersearch","Bachelor of Science (B.S.)"
"t_10581","Universiteit Antwerpen","Communicatiewetenschappen","Master Strategische communicatie"
"t_10581","Thomas More-hogeschool","Toegepaste psychologie (Applied psychology)","Bachelor's degree"
"t_10582","Gembloux Agro-Bio Tech - Université de Liège","Science environnementale","Master Bioingénieur en Sciences et Technologies de l'Environnement à finalité spécialisée"
"t_10582","The University of Edinburgh","Science environnementale","Erasmus - Scotland Rural College"
"t_10582","Université de Liège",NA,"Bachelier en sciences biologiques"
"t_10583","University of Antwerp","Electronics-ICT","Master of Engineering - MEng"
"t_10583","Thomas More-hogeschool","Electronics-ICT","Bachelor's degree"
"t_10584","Universiteit Antwerpen","Biomedische wetenschappen (Biomedical Sciences)","Master's degree"
"t_10584","Radboud University","Biomedische wetenschappen (Biomedical Sciences)","Bachelor's degree"
"t_10584","Odulphuslyceum","VWO, Natuur & gezondheid profiel ","Middelbare School"
"t_10585","Universiteit Antwerpen","Chemie/Scheikunde (Chemistry)","Master"
"t_10585","UHasselt","Chemie/Scheikunde (Chemistry)","Bachelor's degree"
"t_10586","Università di Bologna","Analytic Philosophy","Master's Degree in Philosophy"
"t_10586","Ghent University","Analytic Philosophy","Erasmus Scolarship"
"t_10586","HackYourFuture Belgium","web development",NA
"t_10587","University of Essex","Big Data and Analytics Summer School",NA
"t_10587","Universiteit Antwerpen","Master in Management and Organisation",NA
"t_10587","Universiteit Antwerpen","Master of Applied Engineering: Computer Science",NA
"t_10588","Universiteit Antwerpen","Opleidings- en Onderwijswetenschappen","Master of Science (MSc)"
"t_10588","Hogeschool van Arnhem en Nijmegen","Facility Management","Bachelor of Business Administration (BBA)"
"t_10588","Ludger College","HAVO - Profiel Economie & Management",NA
"t_10589","Universiteit Antwerpen","informatica datascience en ai + minor management","Master"
"t_10589","Universiteit Antwerpen","Informatica","Bachelor's degree"
"t_10590","kPNI Belgium","klinische psycho-neuro-immunologie","Master"
"t_10590","University of Antwerp","Pharmacy","Master of Science - MS"
"t_10591","Vlerick Business School","Masters in International Management and Strategy",NA
"t_10591","Universiteit Antwerpen","Master in Social and Economic Sciences","Master's degree"
"t_10592","NYU Stern School of Business",NA,"Master of Business Administration - MBA"
"t_10592","Columbia Business School","Mergers & Acquisitions","Executive Education"
"t_10592","Universiteit Antwerpen","Business and Economics","Master's degree"
"t_10593","Ghent University","Sociology","master"
"t_10593","EHSAL Management School","Corporate Performance Management",NA
"t_10593","University of Antwerp","Environmental Sciences","Master"
"t_10594","University of Antwerp","Business Engineering in Management Information Systems, Magna cum laude","Master's degree"
"t_10594","Hanken School of Economics","Business Engineering in Management Information Systems, Magna cum laude","Master's degree"
"t_10594","University of Antwerp","Business Engineering in Management Information Systems, Cum laude","Bachelor's degree"
"t_10595","IT Academy - Barcelona Activa","Computer Programming",NA
"t_10595","Ubiqum Code Academy","Computer Software and Media Applications",NA
"t_10595","University of Piraeus","Maritime Studies","Bachelor's degree"
"t_10596","University of Antwerp","Global Management and Marketing","Master Of Global Management"
"t_10596","Alliance University","Marketing/Marketing Management, General","Master's degree"
"t_10596","MITSOM College, Pune University","Marketing","BBA"
"t_10597","Universiteit Antwerpen","Business Engineer in Management Information Systems","Master's degree"
"t_10597","Universiteit Antwerpen","Business Engineer in Management Information Systems","Bachelor's degree"
"t_10597","Sint-Lievenscollege, Antwerp","Economics-Mathematics, Economie-Wiskunde ",NA
"t_10598","Microsoft Certified Professional","Microsoft .NET Framework 2.0 - Application Development Foundation","MCP"
"t_10598","Microsoft Certified Technology Specialist","Microsoft .NET Framework 2.0 - Windows-based Client Development","MCTS"
"t_10598","University of Antwerp","Biomedical Science/Biochemistry","Master's"
"t_10599","Universiteit Antwerpen",NA,"Master of Electromechanical Engineering Technology: Electromechanics"
"t_10599","University of Antwerp","Electromechanical Engeneering","Bachelor of Electromechanical Engineering Technology"
"t_10599","Gemeentelijk Instituut Brasschaat","Technical Science",NA
"t_10600","The Johns Hopkins University","Cryptography","Doctor of Philosophy - PhD"
"t_10600","The Johns Hopkins University","Computer Science","Master of Science in Engineering - MSE"
"t_10600","The Johns Hopkins University","Security Informatics","Master of Science"
"t_10601","Universiteit Antwerpen","communication sciences: strategic communication","Master"
"t_10601","Universiteit Antwerpen","communication sciences","Bachelor's degree"
"t_10602","Universiteit Antwerpen","Digital Text Analysis & Computational Linguistics","Master's degree"
"t_10602","Universiteit Antwerpen","Linguistics and Literature - English Linguistics and Literature & Theater and Film Studies","Bachelor's degree"
"t_10603","Universiteit Antwerpen","Industriële Wetenschappen: Elektronica-ICT","Master"
"t_10603","Universiteit Antwerpen","Industriële Wetenschappen: Elektronica-ICT","Bachelor"
"t_10603","Sint-Michielscollege Brasschaat","Latijn-Wiskunde",NA
"t_10604","Universiteit Antwerpen","Industriële Wetenschappen: Bouwkunde","Master of Science in Engineering"
"t_10604","Gemeentelijk Instituut Brasschaat",NA,NA
"t_10605","University of Antwerp","Applied Engineering","Doctor of Philosophy - PhD"
"t_10605","Budapest University of Technology and Economics","Chemical Engineering","Master’s Degree"
"t_10605","Budapest University of Technology and Economics","Chemical Engineering","Bachelor’s Degree"
"t_10606","KU Leuven","Artificial Intelligence","Master of Computer Applications (MCA)"
"t_10606","University of Antwerp","Informatics","Specifieke Lerarenopleiding"
"t_10606","Karel de Grote-Hogeschool","Systeem- en netwerkbeheer",NA
"t_10607","Universiteit Antwerpen","Toegepaste Economische Wetenschappen (T.E.W.)","Master"
"t_10607","In balance",NA,"NLP Practicioner"
"t_10607","Vrije Universiteit Brussel","Professional Sport Management","Masterclass"
"t_10608","Universiteit Antwerpen","Organisation and Management","Master"
"t_10608","Karel de Grote-Hogeschool","Business Management - Marketing","Bachelor's degree"
"t_10609","Universiteit Antwerpen","Informatica (Software engineering) / Hogere opleiding Software engineer","Bachelor's degree"
"t_10609","Universiteit Antwerpen","Informatica (Software engineering) / Hogere opleiding Software engineer","Master"
"t_10610","Universiteit Antwerpen","Biomedische wetenschappen (Biomedical Sciences): molecular and cellular sciences","Master's degree"
"t_10610","Universiteit Antwerpen","Biomedische wetenschappen (Biomedical Sciences)","Bachelor's degree"
"t_10610","Sint-Jorisinstituut Bazel","Wiskunde Wetenschappen",NA
"t_10611","Koç University","Computer Engineering","Double Major, Bachelor of Sciences"
"t_10611","Koç University","Comparative Literature ","Double Major, Bachelor of Arts"
"t_10611","University of Antwerp","10th International Week on Sustainability",NA
"t_10612","University of Antwerp","Informatics","Master after Master"
"t_10612","University of Antwerp","Natuurkunde","Master"
"t_10613","Syntra AB","Software developer - optie Python",NA
"t_10613","Vrije Universiteit Brussel","Burgerlijk ingenieur: Werktuigkunde - elektrotechniek",NA
"t_10613","Universiteit Antwerpen","Industrieel ingenieur: Elektromechanica",NA
"t_10614","University of Antwerp","Informatica",NA
"t_10614","Sint-Jorisinstituut Bazel","Industrial Science","High School Diploma"
"t_10615","Universiteit Antwerpen","Master of Science in Industrial Sciences: Electronics-ICT","Master’s Degree"
"t_10615","Universiteit Antwerpen","Bachelor of Science in Industrial Sciences: Electronics-ICT","Bachelor’s Degree"
"t_10615","PTS Boom","Electronics - Electricity","High School"
"t_10616","Catholic University of Leuven","Communication Sciences; strategic communication","2009 Master; 2008 Bachelor"
"t_10616","London College of Fashion","Summer School Fashion Design","Certificate"
"t_10616","Syntra Brussel","Fashion design","Diploma"
"t_10617","Universiteit Leiden","Biomedical Data Sciences","Doctor of Philosophy - PhD (ongoing)"
"t_10617","University of Antwerp","Specialization: clinical epidemiology","Master of Epidemiology (magna cum laude)"
"t_10617","University of the Philippines, Diliman",NA,"Bachelor of Science in Statistics (cum laude)"
"t_10618","University of Antwerp","Industrial Engineering","Civil engineering technology"
"t_10619","Autós didaktikos",NA,NA
"t_10619","Technische Scholen Mechelen","Industrial Informatics","A2"
"t_10619","Hogeschool Antwerpen","Informatics",NA
"t_10620","Universiteit Antwerpen","Toegepaste Industriele Wetenschappen: Bouwkunde","Master's degree"
"t_10621","Karel de Grote Hogeschool","Toegepaste informatica - software management","Bachelor"
"t_10621","University of Antwerp","High school","Teacher"
"t_10621","Universiteit Antwerpen","Sociologie (Sociology)","Master"
"t_10622","Vesalius College","Global Peace, Security and Strategic Studies","Master's degree"
"t_10622","Universiteit Antwerpen","Diplomatie en Internationale Betrekkingen","Master's degree"
"t_10622","Sciences Po Toulouse","Politieke wetenschappen (Political Science)","Bachelor's degree"
"t_10623","Rhodes College","Business/Commerce, Finance",NA
"t_10623","Anglo-American University, Prague",NA,NA
"t_10623","University of Antwerp",NA,NA
"t_10624","University of Antwerp","Biochemistry","MSC"
"t_10624","Pius X, Antwerpen",NA,NA
"t_10625","Beta vzw",NA,"Software ontwikkeling"
"t_10625","Henry Van De Velde Instituut Antwerpen",NA,"Master interieurarchitectuur"
"t_10625","Heilig Graf",NA,"Klassieke talen en wiskunde"
"t_10626","Cisco Networking Academy","Introduction to IoT",NA
"t_10626","Trailhead by Salesforce",NA,NA
"t_10626","University of Antwerp","Language - Nederlands","course"
"t_10627","Vlerick Business School","Marketing Management","Master's degree"
"t_10627","University of Antwerp","Communication Sciences","Master's degree"
"t_10627","AP Hogeschool Antwerpen","Communication Management - Public Relations","Bachelor"
"t_10628","Universiteit Antwerpen","Informatica","Licentiaat"
"t_10628","Sint Ursula Instituut",NA,NA
"t_10629","New York University",NA,"MS Data Science"
"t_10629","University of Antwerp","Business Engineering","Master’s Degree"
"t_10629","City University of Hong Kong","Finance and Financial Management Services","Master’s Degree (exchange)"
"t_10630","Universiteit Antwerpen","Internationale betrekkingen & diplomatie","Master"
"t_10630","Universiteit Gent","Criminologie","Master"
"t_10630","Universiteit Gent","Criminologie","Bachelor's degree"
"t_10631","University of Antwerp",NA,"MSC, Development Studies, Specialization in Globalization and Development "
"t_10631","Addis Ababa University","Environment and Sustainable Development ","Master of Arts - MA"
"t_10631","Addis Ababa University","Economics",NA
"t_10632","Staffordshire University","Economics for Business Analysis","MA"
"t_10632","Old Dominion University","Economics & Business Studies",NA
"t_10632","University of Antwerp","Economics of International Trade and European Integration","Master’s Degree"
"t_10633","Universiteit Antwerpen","Chemical Engineering Technology","Master's degree"
"t_10633","Universiteit Antwerpen","Chemical Engineering Technology","Bridging program"
"t_10633","Thomas More-hogeschool","Chemie/Scheikunde (Chemistry)","Bachelor's degree"
"t_10634","CEMS - The Global Alliance in Management Education","Master in Management","Master's degree"
"t_10634","Korea University","International Management","Master's degree"
"t_10634","Université catholique de Louvain","Business Engineering","Bachelor’s Degree"
"t_10635","University of Antwerp","Electronics & ICT","Master Industrial Engineer"
"t_10635","Hogeschool Antwerpen","Applied Computer Science","Bachelor Applied Computer Science"
"t_10635","Stedelijk Instituut voor Technisch Onderwijs nr. 5",NA,"Electromechanics"
"t_10636","University of Antwerp","Computer Science","Master of Science (M.Sc.)"
"t_10636","Hogeschool West-Vlaanderen - Vlaamse Autonome Hogeschool","Artificial Intelligence",NA
"t_10636","University of Antwerp","Computer Science","Bachelor of Science (B.Sc.)"
"t_10637","University of Antwerp","Software Engineering","Master of Science"
"t_10637","Universiteit Antwerpen","Computer Science","Bachelor of Computer Science"
"t_10638","Vrije Universiteit Brussel","Computer Science","Doctor of Philosophy - PhD"
"t_10638","Vrije Universiteit Brussel","Computer Science","Master's degree"
"t_10638","Universiteit Antwerpen","Informatics","Bachelor's degree"
"t_10639","Hogeschool Antwerpen","Industrial Engineering","Master's degree"
"t_10639","Sint-Jan Berchmanscollege Antwerpen",NA,"Latin-Science"
"t_10640","University of Antwerp","Political Communication","Master's degree"
"t_10640","Jönköping University","Communication and Media Studies",NA
"t_10640","AP Hogeschool Antwerpen","Journalism","Bachelor's degree"
"t_10641","University of Gdansk / University of Antwerp / HTW Berlin",NA,"Master of Business Administration (MBA)"
"t_10641","Uniwersytet Warmińsko-Mazurski w Olsztynie","Prawo","Master of Laws (LLM)"
"t_10642","Universiteit Antwerpen","Ontwerp en productie","Master's degree"
"t_10642","Universiteit Antwerpen","Electromechanical Engineering","Bachelor's degree"
"t_10643","Katholieke Universiteit Leuven","Cell and Gene technology","Master in Bioscience Engineering"
"t_10643","University of Antwerp",NA,"Bachelor Bioscience Engineering"
"t_10644","FacultÃ©s universitaires 'Notre-Dame de la Paix'",NA,"Master's degree"
"t_10644","Dublin City University","Economics, Marketing",NA
"t_10644","University of Antwerp","Toegepaste Economische Wetenschappen","1ste licentie"
"t_10645","James Madison University","Marketing, CIS Minor","Bachelor of Business Administration (BBA)"
"t_10645","University of Antwerp","COB 300 Program ","Study Abroad "
"t_10645","Annandale High School","High School Diploma","High School Diploma"
"t_10646","Universiteit Antwerpen","Physics","Master of Science - MS"
"t_10647","Universiteit Antwerpen","Ingenieurswetenschappen Elektronica-ICT: ICT","Master of Science in Engineering"
"t_10647","Universiteit Antwerpen","Ingenieurswetenschappen Elektronica-ICT: ICT","Bachelor of Science in Engineering"
"t_10648","University of Antwerp","Chemistry","Master of Science (MSc)"
"t_10648","University of Antwerp","Chemistry","Bachelor of Science (BSc)"
"t_10648","Sint-Michielscollege Brasschaat","Mathematics and sciences","Secondary education"
"t_10649","Universiteit Antwerpen","M.Sc. Business Engineering in Management Information Systems",NA
"t_10649","University of California, Berkeley, Haas School of Business","Summer school: Legal Aspects of Management",NA
"t_10649","Universiteit Antwerpen","B.Sc. Business Engineering in Management Information Systems",NA
"t_10650","University of Antwerp","Social Sciences","Doctor of Philosophy (PhD)"
"t_10650","University of Wroclaw","Political Science","Doctor of Philosophy (PhD)"
"t_10650","Lane Kirkland Scholarship Program","International Studies","Post graduate certificate"
"t_10651","Universiteit Antwerpen","preventieadviseur niveau 1","postgraduaat"
"t_10651","Vrije Universiteit Brussel",NA,NA
"t_10651","Sint-Agnesinstituut","Latijn-Wetenschappen",NA
"t_10652","IMD Business School",NA,"Winning Sustainability Strategy Program "
"t_10652","Antwerp Management School",NA,"Master Class Digital Transformation"
"t_10652","University of Antwerp","Information science","Master’s Degree"
"t_10653","University of Antwerp","Industrial Engineering: Biochemistry","Master of Science (M.S.)"
"t_10653","Karel de Grote-Hogeschool","Biomedical and Pharmaceutical Laboratory Technology ","Professional Bachelor"
"t_10654","Universiteit Antwerpen","Engineering construction","Master"
"t_10655","Universiteit Antwerpen","Computer Science: Software Engineering","Master's degree"
"t_10656","Aarhus University","Finance & International Business","M.Sc."
"t_10656","SGH Warsaw School of Economics","Economics","Master"
"t_10656","University of Antwerp",NA,NA
"t_10657","Universiteit Antwerpen","Electromechanical Engineering","doctor of applied engineering"
"t_10657","Karel de Grote' Hogeschool Antwerpen","Industrial Engineering Electromechanics","Master of Science (M.Sc.)"
"t_10658","Focus on Emotion","Counseling Psychology",NA
"t_10658","Antwerp Management School","Social profit and public management","Postgraduate"
"t_10658","KU Leuven",NA,"Master of Engineering: Computer Science"
"t_10659","University of Antwerp","Mechanical Engineering",NA
"t_10660","Universiteit Antwerpen","Bilgisayar Mühendisliği","Master of Computer Science"
"t_10660","Bilkent Üniversitesi","Bilgisayar Mühendisliği","Bachelor of Engineering - BE"
"t_10661","Antwerp Management School",NA,"Master in Management"
"t_10661","Universiteit Antwerpen","Neurowetenschap (Neurosciences)","Biomedical sciences"
"t_10662","Universiteit Antwerpen","Marketing/Marketing Management, General","Master of Applied Economic Sciences: Business Administration"
"t_10662","Mahawithayalai Kasetsart","Finance","BBA"
"t_10662","Assumption Colleage Thonburi",NA,NA
"t_10663","SEI-BKR Antwerpen","IT","Bachelor"
"t_10663","Handelshogeschool Antwerpen","Business","Bachelor"
"t_10664","Universiteit Antwerpen","Industrial Engineering Electronics/ICT: Distributed Artificial Intelligence","Master's degree"
"t_10664","Universiteit Antwerpen","Electronics/ICT","Bachelor of Industrial Engineering"
"t_10664","Stella Matutina","Techniek Wetenschappen",NA
"t_10665","Universiteit Antwerpen","Maritime and transport Economics","Doctor of Philosophy (Ph.D.) (Incomplete)"
"t_10665","Universiteit Antwerpen","Maritime and Transport Economics","Master's Degree"
"t_10665","Birla Institute of Technology and Science, Pilani","Naval Architecture and Marine Engineering","B.E. Marine Engineering"
"t_10666","University of Antwerp","Computer Sciences","Bachelor"
"t_10667","Universiteit Antwerpen","Biomedische wetenschappen (Biomedical Sciences)","Master"
"t_10667","Universiteit Antwerpen","Biomedische wetenschappen (Biomedical Sciences)","Bachelor"
"t_10667","Sint-Joris Instituut","Moderne Talen Wetenschappen","Humaniora"
"t_10668","North Carolina State University","Computer Science, Data Visualization","PhD Student"
"t_10668","University of Antwerp","Mathematics and Computer Science","Exchange Student"
"t_10668","National Chiao Tung University","Computer Science, Computer Graphics","Master of Science (MS)"
"t_10669","TNA - Technicum Noord-Antwerpen","Elektriciteit","Graduaat Industriële elektriciteit"
"t_10669","Industrieel tekenaar-VDAB-Antwerpen",NA,"Industrieel tekenaar"
"t_10669","Alexandria University","Elektriciteit","Bachelor"
"t_10670","Московский Государственный Лингвистический Университет (МГЛУ)","Translation and Interpreting","Bachelor's degree"
"t_10670","Universiteit Antwerpen","Interpreting",NA
"t_10671","Universiteit Antwerpen","Software Engineering","Master of Science (M.Sc.)"
"t_10671","Howest - Digital Arts and Entertainment",NA,"Game Graphics Production"
"t_10671","Universiteit Antwerpen","Computer Science","Bachelor of Science (B.Sc.)"
"t_10672","Universiteit Antwerpen","Fisica teorica e matematica","Master"
"t_10672","Universiteit Antwerpen","Fisica teorica e matematica","Master's degree"
"t_10673","University of Antwerp","Linguistics","Master's degree"
"t_10673","KU Leuven","Language Interpretation and Translation","Master of Arts - MA"
"t_10673","KU Leuven","Applied Linguistics","Bachelor of Arts - BA"
"t_10674","Vlerick Business School","Marketing & Digital Transformation","Master"
"t_10674","Universiteit Antwerpen","Business Engineering","Master"
"t_10674","Institut Français de la Mode","Fashion Management","Summer School"
"t_10675","Universidad Nacional de Cuyo","Physics","Bachelor of Science (B.Sc.)"
"t_10675","Free Code Camp","Computer Software Engineering","Engineer’s Degree"
"t_10675","Udacity","Front End Web Development","Nanodegree"
"t_10676","Universiteit Antwerpen","Political Communication","Master's degree"
"t_10676","Uniwersytet Wrocławski","Political Science and Government","Bachelor's degree"
"t_10676","Katholieke Universiteit Leuven","Political Science and Government","Bachelor's degree"
"t_10677","University of Antwerp","Social Sciences","Doctor of Philosophy (PhD)"
"t_10677","University of Antwerp","Political Sciences","Master"
"t_10677","University of Antwerp","Social-Economic Sciences","Bachelor's degree"
"t_10678","University of Antwerp","International Relations and Diplomacy","Advanced Master of Science"
"t_10678","Universiteit Antwerpen","American Studies","Advanced Master of Science"
"t_10678","Vrije Universiteit Brussel","Communication and Media Studies","Master of Science (M.Sc.)"
"t_10679","University of Antwerp","Applied Economics","Master's degree"
"t_10679","University of Warwick","Economics","Bachelor's Degree"
"t_10679","The Mother's International School, New Delhi","Business/Commerce, General","High School"
"t_10680","Goa Institute of Management","Finance, General","PGDM"
"t_10680","B. V. Bhoomaraddi College of Engineering and Technology","Computer Science Engineering","Engineer’s Degree"
"t_10680","Jawahar navodaya vidyalaya, Gadag",NA,NA
"t_10681","University of Antwerp","Computational Political Science","Doctor of Philosophy - PhD"
"t_10681","University of Oklahoma","International Relations and Affairs","Master of Arts - MA"
"t_10681","U.S. Army Command and General Staff College","International Relations and National Security Studies","Master's degree"
"t_10682","UAntwerpen","Digital Text Analysis","Master of Arts - MA"
"t_10682","University of Isfahan","Translation Studies","Bachelor of Arts (B.A.)"
"t_10682","City Academy, Bristol","Mathematics","A-Level"
"t_10683","Universiteit Antwerpen","electromechanica ","Bachelor's degree"
"t_10683","Sint-Ludgardisschool ","Techniek wetenschappen ","High School Diploma"
"t_10684","University of Antwerp","Computer Science",NA
"t_10685","Rijksuniversiteit Groningen","Econometrics, Operations Research and Actuarial Studies","Master of Science (MSc)"
"t_10685","Rijksuniversiteit Groningen","Econometrics and Operations Research","Bachelor of Science (BSc)"
"t_10685","이화여자대학교","Exchange Semester",NA
"t_10686","University of Groningen","Econometrics, Operations Research and Actuarial Studies (Cum Laude)","MSc"
"t_10686","University of Groningen","Econometrics","BSc"
"t_10686","Technische Universiteit Delft","Mechanical Engineering","BSc"
"t_10687","Rijksuniversiteit Groningen","Machine Learning and Computational Linguistics","PhD"
"t_10687","The University of Edinburgh","Artificial Intelligence","MSc"
"t_10687","University of Patras","Computer Engineering and Informatics","Engineering Degree"
"t_10688","University of Groningen","Artificial Intelligence","Bachelor of Science - BS"
"t_10688","University of Groningen",NA,"Honours College Programme"
"t_10688","Gymnázium Brno, třída Kapitána Jaroše ","Mathematics","Maturita - Graduation Exam (Mathematics, Physics, Czech Language & Literature)"
"t_10689","Rijksuniversiteit Groningen","Bedrijfskunde - ICT","Master/Doctorandus"
