"employee_id","summary"
"t_8487","Engineering Graduate with leadership training and experience in Research and Development. Proven skills in Machine learning, Signal processing and Data management. Responsibilities include implementing and optimizing our classification methods and machine learning techniques (ANN, SVM, K-NN, Decision tree learning, Naive Bayes...). Additionally I perform update, create tables and maintain our Relational Database using SQL. I am looking for job to contribute to my skills and gain me knowledge and experience."
"t_8488",NA
"t_8489",NA
"t_8490","An undergraduate student and intern in III CSTI equipped with a background in data analysis and statistics. Using Python, SQL, and other technical skills, I completed and participated in several practical analytics and other projects, such as NDR, intelligence scraping, etc., which enhanced my technical, interpersonal, and leadership skills and teamwork abilities.

- Coding: Python, R, C++, SQL, HTML, CSS, JavaScript
- Data science: MongoDB, MySQL, Tensorflow, Keras, scikit-learn, Numpy, pandas, Matplotlib, Seaborn, Data science pipeline (cleansing, wrangling, visualization, modeling, interpretation), Statistics
- Miscellaneous Technologies: Git, Docker, APIs, Next.js, Flask, FastAPI, OOP, Tableau, Excel"
"t_8491",NA
"t_8492","I am graduated in Mathematics with specialization in Probability and Statistics at Turin University . Currently I am working as data scientist at EvoPricing. Previously I  completed my PhD in computational neuroscience at Institute of Computational and System Neuroscience (INM6) of the Forschungszentrum Jülich in July 2019. My PhD project included the development of statistical methods for pattern detection in spiking data and the analysis of experimental  electrophysiological recordings. I am also actively involved in the development of the python module Elctrophysiological data Analysis Toolkit. I am more generally interested in stochastic modeling, data analysis and machine learning. I have programming expertise in Python, R, Matlab and SQL. 

"
"t_8493","What I enjoy are clean solutions of complex problems. Be it a mathematical formula modelling the real world or a few lines of code performing a challenging calculation.

At university I was educated as a physicist and I graduated from the RWTH Aachen University and the Chalmers University of Technology with a PhD in theoretical condensed-matter physics. At industry I was further educated to become a generalist in the fields of data science, data engineering and machine learning.

My move into data science happened in 2018 when I joined the startup gastromatic. Here I was responsible for the design and development of a new machine-learning backend as well as a machine-learning product. Being a data scientist at a startup I was exposed to the whole data life cycle: from data gathering, cleaning and storing, over building pipelines and machine-learning models up to model evaluation and serving. What is more, this position allowed me to extend my coding experience with modern tools such as docker, kubernetes and cloud computing and with hands-on experience in professional software development.

In 2020 I moved on to join the global insurance company AXA as a senior data scientist at AXAs Data Innovation Lab. At the lab I create all sorts of novel machine-learning solutions to optimize processes within the company. Furthermore, at the lab we are always looking for challenges around AXAs core business which we can solve with new machine-learning products."
"t_8494",NA
"t_8495",NA
"t_8496","I'm a young ambitious software engineer in the field of big data and artificial intelligence. "
"t_8497","Experienced Data Scientist/Intelligence Analyst with a demonstrated history of working in the transportation/trucking/railroad industry. Skilled in Data Warehousing, Master Data Management, Linux, Software Development, and Risk Analytics. Strong engineering professional with a MEng in Electrical and Computer Engineering focused in Systems and Control from University of Patras and a merit based scholarship for a MSc in Railway Systems Engineering and Integration from University of Birmingham. Also did a year abroad in the leading RWTH Aachen as Erasmus student focusing on the maths behind algorithmic thinking.

Selected works/highlights below - For more enquire within! More than happy to talk!"
"t_8498","M.Sc. Robotics student with 1+ years of machine learning & computer vision experience, 5+ experience in mechanical design, simulations and team management. Have participated in all stages of development from concept design to mass production of product."
"t_8499",NA
"t_8500",NA
"t_8501","As a process mining and data engineering professional, I am highly skilled in optimizing complex business processes through the efficient management and analysis of data. With years of experience in both areas, I excel at leveraging cutting-edge techniques and tools like Celonis and PowerBI to identify process inefficiencies, bottlenecks, and compliance issues, and designing robust data pipelines that enable the extraction, transformation, and loading of data from diverse sources.

My ability to manage complex data infrastructures and work collaboratively with stakeholders has helped me build strong relationships with clients and colleagues alike. I am passionate about using data to drive operational efficiency and process excellence, and I take pride in my ability to deliver exceptional results for my clients."
"t_8502","Proficient in advanced data analytics (machine learning/deep learning), mathematical programming, simulation, design of experiment, writing up and presenting research results."
"t_8503","Fachlich: 
- Projektmanagement
- Data Science
- Python Programmierung
- Data Architektur
- Enterprise Architect
-      Computerchipentwicklung
-	Konzipierung, Entwicklung, Programmierung und automatische Verifikation von Software
-	Konzipierung und Realisierung von Standardisierung- und Automatisierungsstrategien
-	Konzipierung, Realisierung und Schulung von Prozessen
-	Projektmanagement
-	Qualitätsmanagement

Persönlich:
-	Analytische, selbständige, strukturierte Arbeitsweise 
-	Durchsetzungsvermögen
-	Kybernetische Denkweise
-	Personal- /Teamführung &-lenkung 
-	Schnelle Aneignung neuen Wissens innerhalb bekannter sowie unbekannter Fachgebiete 
-	Vereinfachung komplexer Sachverhalte durch gezielte Abstraktion 
-	Teamfähigkeit"
"t_8504","Always looking for challenges in Life. And striving hard to make things happen. 

-- I have 4 years of Experience in Industry working in Data Science problems.

-- I am an alumni of RWTH Aachen University (Germany), University of Cambridge (England), Lahore university of Management and Sciences (Pakistan), National University of Computer and Emerging Sciences (Pakistan) and Information Technology University (Pakistan).

-- I have authored ""Data Wrangling with Python 3.x"" online video course with Packt.
-- I have authored ""An introductory guide to Data Science and Machine Learning"" course with Educative.
-- I have authored ""Data Science Course for kids and beginners with python"" online video course with Code Red. 
-- I have authored ""Deep Learning in Pytorch"" online video course with Scaler platform.
-- I have reviewed 9 books with Packt before they got published.

-- I am currently doing my Masters in Data Science at RWTH Aachen University. 

Kaggle Profile :  https://www.kaggle.com/jamshaidsohail5
SIIM-ISIC Melanoma Classification : 1 Silver Medal

Courses Link :

[1] : https://www.udemy.com/course/data-wrangling-with-python-3x/
[2] : https://www.educative.io/courses/intro-data-science-machine-learning?utm_source=twitter&utm_medium=organicsocial&utm_campaign=intro-data-science-machine-learning
[3] : https://codered.eccouncil.org/course/data-science-for-kids-and-beginners-with-python
[4] : https://www.scaler.com/topics/course/pytorch-for-deep-learning-free-course/"
"t_8505","Data engineer with a Computer Science and Data Science academic background.
- Statistical data analysis, critical thinking, and machine learning models.
- Being involved in end-to-end deployment, model development, documentation, validation, implementation.
- Data Science: Pandas, Scikit-Learn, Keras, Pyspark, SQL
- Software development: Python, Matlab
- Big data: Pyspark
My areas of interest are predictive modeling, big data analysis and machine learning."
"t_8506","Young Professional with experience in AI combined with in depth knowledge about
Google cloud, proven by currently holding all of the associated professional certifications.
Curios, pragmatic and with a team player attitude. Currently working on automating ML workflows as 
well as developping domain specific data science models which will generate value for the customer"
"t_8507",NA
"t_8508","I am an experienced software engineer with a proven track record of designing, developing, and maintaining high-performance, scalable, and distributed applications. My expertise lies primarily in Java and AWS, and as an engineering owner for both the product team and infrastructure team at Amazon, I have consistently delivered high-quality code on time and within budget. Through my efforts, I increased global revenue by 23.3% in 2022 Q4, which was a testament to my ability to deliver value through my technical skills and leadership.

Additionally, I have experience working with data services and developing machine-learning-based predictions, which has broadened my skills and made me a versatile engineer. My ability to tackle complex projects and work collaboratively with cross-functional teams has been instrumental in delivering successful outcomes.

As a software engineer, I possess strong problem-solving and communication skills, and I am equally comfortable working in teams or independently. I am passionate about continuously learning and improving my skills to stay current with the latest developments in the software engineering field."
"t_8509","Currently student at Ecole Centrale Casablanca,I am a motivated student seeking a full-time position in Data Science starting November 2022 to enhance my skills, and grow professionally. Should my qualifications be suitable for any new Data Science/Engineer/BI related role , please get in touch with me."
"t_8510",NA
"t_8511","I am currently working on improving AI-driven small molecule and protein drug design, combining my backgrounds in chemistry, materials, and machine learning.

During my PhD research, I focused on understanding fluid motion and applying machine learning to develop novel sensor technologies. My main project leveraged bio-inspiration from animal noses to analyze liquid and vapor mixtures using artificial intelligence. My second project investigated the fluid motion through membrane-like channels and the communication between channels."
"t_8512","I am a Computational Social Systems Data Scientist at RWTH with a focus on the ethics of Human-Computer Interactions. I’m passionate about teaching machines how to think independently and responsibly."
"t_8513",NA
"t_8514",NA
"t_8515","An experienced data scientist in Siemens, BMW, WZL and automation engineer in SHL with hands-on experience in optimization and data science projects. Thorough understanding of spatiotemporal analysis on data-driven energy and tractor sales segmentation, natural language processing on master data management to solve real-life challenges particularly in the industry."
"t_8516",NA
"t_8517","Aspiring graduate in Automation Engineering with a focus on machine learning."
"t_8518",NA
"t_8519","Generalist with a strong sense of ownership, integrity, and an aptitude for data-driven decision-making.

Over 5 years of professional experience in data-based consulting across various industries and diverse settings. Demonstrated work experience in  Big data analytics, Operations research, and Applied Statistics.
Master's graduate in Data Science and Operations Research from RWTH Aachen.

Passionate to deliver performance improvements through efficient stakeholder management paired with high agility to enable a sustainable continuous improvement culture."
"t_8520","As a data analyst, my focus is on understanding the business objectives and processes, describing appropriate data flows, and data models, and designing relevant output formats with the objective to present these in a professional and understandable manner."
"t_8521","BSc degree in computer science
Backend developer (Spring Boot, Hibernate, Kubernetes, Microservices, Microsoft SQL Server)
"
"t_8522",NA
"t_8523","Data Engineer, Bilingual. With an education in Electronic Engineering from the Pontificia Universidad Javeriana de Cali, Colombia, and a Master's in Computer Science and Telecommunications from Universidad ICESI. Emphasis as a Data Scientist. Interested in new information technologies, Data Analysis, and the Internet of Things."
"t_8524","Remote sensing/image analysis
Develop optical sensors, use computer vision/machine learning to process UAV acquired imagery

Quantitative Neuroscience and signal processing
Study the human brain, using data driven and machine learning methods, develop novel algorithms in Matlab for analysis and interpretation of neural data, develop new recording techniques."
"t_8525",NA
"t_8526","Experienced astroparticle physicist with background in data analysis, scientific computing and software development looking for new challenges."
"t_8527","Being naturally curious, I spent several years working as a data scientist and researcher leveraging mathematical concepts, machine learning tools, and loads of critical thinking to model different flavors of biology. My work intended to address questions that ranged from discovering biomarkers of drug efficacy in cancer patient cohorts to specifying mutations that could help in reverse engineering microbial strains as a means of creating sustainable solutions for food and nutrition. 

Despite the tremendous impact that the application of Data Science can have in these real-world scenarios, I wanted to know what’s beyond, meet new challenges and get exposed to a great variety of problems in more commercial fields.

As a data scientist and machine learning engineer, my aim is to deliver value to a business by understanding its needs and organization. Setting up an optimal data science workflow, developing machine learning models as well as bring models into production is my final end goal."
"t_8528",NA
"t_8529","I am TGGS DAAD Scholar with a M.Eng in Computer Engineering from RWTH (Research and internship) & KMUTNB (Theory) and  Bachelor of Science focused in Electrical (Electronics) Engineering from PIEAS. I am an engineer with skills in programming (C/C++, Python, MATLAB), Machine Learning, computer vision, Embedded systems, Microsoft office, management, and interpersonal skills. Seeking opportunities to learn new things and face new challenges to sharpen the skills.My previous work experience includes anomaly detection in vedio survelliance systems, optimization of Electric Drives through AI, Face Recognition based attendance system and tracking. I am open to opportunities in Computer Vision, Machine Learning, IoT, Embedded Software (AI/ML), and Data Science."
"t_8530",NA
"t_8531","Graduate in Data Analytics and Decision Science from RWTH Aachen University, Germany. 

FinTech enthusiast, capability of quick comprehension and implementation of new technology , interest in the finance industry

--Microsoft SQL Server knowledge - Experienced in developing stored procedures for data analysis/software development. 
--Experience in preparing MDX queries against SQL server cubes based on complex business processes
--Experience in requirement gathering/automation workflow creation for automation projects using RPA tools
--Experience in UAT and SAT testing
--Experience in interaction with client-side counterparts
--Working experience in Scrum, agile projects
--In-depth knowledge of Microsoft Excel/power query for data analysis
--Knowledge of preparing dashboards in Tableuae, Power-BI
--Good knowledge of Azure DevOps, Visual Studio
--Very good knowledge of Machine Learning algorithms, choice modeling, statistical modeling,"
"t_8532","With 6 years of versatile experience in handling structural, fluid and thermal simulations apart from CAD modelling and machine design process for Semiconductors, Automotive EVs and Additive Manufacturing industries, I envision myself in a Senior Engineering role.  A Master's Degree in Computational Mechanics, has helped me gain perspective into the approach to product design, software coding and CAE. My ability to proficiently code in Python, MATLAB and C++ in addition to  the aforementioned technical expertise is a testimony to my client-oriented and flexible style of work with a focussed approach to problem solving."
"t_8533",NA
"t_8534","Software Developer born in Brazil! I have always had great interest in computers and everything they entail, from superficial aspects all the way to the small details that make up their inner workings. With that came a great passion for code, and I could honestly not imagine doing anything else!"
"t_8535",NA
"t_8536",NA
"t_8537","Hi! My name is Nikolai. I am a big data developer as well as a backend developer. I write preferably in Scala or Python. I have years of experience with big data and in developing web applications."
"t_8538","Disciplined and passionate individual eager to hone my technical skills and acquire expertise in collecting, researching and generating insights out of data while being an active part of a progressive organization where I can contribute as a Machine Learning Engineer :p"
"t_8539","An Ambitious Data Science Student At RWTH Aachen, I Shine Most In Problem-Solving, Strategic Thinking And Of Course, Programming."
"t_8540",NA
"t_8541","Experienced Research Assistant with a demonstrated history of working in the research industry. Skilled in Bioinformatics, Python, C++, Databases, and Scientific Visualization. Strong research professional with a PhD focused in Methods for Predictive Modelling of Neuroimaging Data from The University of Bonn."
"t_8542","Photo by Clark Tibbs on Unsplash"
"t_8543","I’m a data analyst who likes to make numbers tell stories. I believe that such stories play an important role in making many people easily interpret, understand, and act upon any data they see. My latest Python project automates dataset comparison to reduce the effort of manual regression testing. I enjoy learning new things and always aspire to develop myself to be my best version.

Interested in project management, and that is why I would like to apply it alongside data analysis in my future work. 

Skills: Python, SQL, Power BI, Java, Azure, Scrum"
"t_8544",NA
"t_8545",NA
"t_8546","Mein bisheriger beruflicher Werdegang lehrte mich sowohl das sorgfältige wissenschaftliche Arbeiten als auch der Blick für die Zahlen, sowie die Kommunikation von Ergebnissen."
"t_8547","I have recently completed my Master of Science in Robotic Systems Engineering from RWTH Aachen University. I wrote my master's thesis with Siemens Mobility GmbH on a topic related to  Coverage Path Planning for Drones. I have also worked as a Computer Vision Research Intern at Siemens Mobility GmbH, where I was primarily involved in Image Segmentation model training activities while implementing different techniques to achieve the desired goal for Railway-specific items.

As part of my studies at RWTH Aachen University, I have completed courses focusing on Machine Learning and data analytics. Some of them are Computer Vision 1 & 2, Machine Learning, offered by Visual Computing Institute RWTH Aachen University, and Artificial Intelligence and Data Analytics for Engineers, offered by IMA & IfU Cybernetics Lab RWTH Aachen University.

I have over two years of experience in software programming and data analytics as part of my job profile at Infosys Technologies. I have received training in Python programming during my probation period at Infosys Technologies. Furthermore, I was assigned multiple roles as part of the developer team. I have worked on MVC.NET and was also involved in data clustering operations to implement NIA (Infosys's error-predicting platform for predicting the exceptions occurring using a knowledge base created from previous instances).

I designed a regenerative braking mechanism on my Arduino microcontroller that was sourced on the input provided by the gyroscope on the bicycle and made switches using a relay circuit for automatic power regeneration while on the downslope; this was the final year project for my bachelor's degree. I was also part of the Efficycle team of my Institute.
You can also find more about me on ""www.xing.com/profile/Sawan_Saxena."""
"t_8548",NA
"t_8549",NA
"t_8550","I am a data analyst with expertise in data preprocessing, analysis, and visualization using Python, R, and SQL. I have experience with process mining during my master's study and as a startup team member. I am also skilled in creating Microsoft Power BI dashboards and gathering statistical reports using machine learning algorithms. As a strong analytical thinker, I am able to distill complex data into actionable insights with efficient collaboration with stakeholders. I am a dedicated team player with a positive attitude, fast learning ability, and flexibility in adopting new solutions."
"t_8551","Business minded data science enthusiast with demonstrated ability to deliver valuable insights via data analytics and advanced data-driven methods."
"t_8552",NA
"t_8553","Experienced Data Scientist/Intelligence Analyst with a demonstrated history of working in the transportation/trucking/railroad industry. Skilled in Data Warehousing, Master Data Management, Linux, Software Development, and Risk Analytics. Strong engineering professional with a MEng in Electrical and Computer Engineering focused in Systems and Control from University of Patras and a merit based scholarship for a MSc in Railway Systems Engineering and Integration from University of Birmingham. Also did a year abroad in the leading RWTH Aachen as Erasmus student focusing on the maths behind algorithmic thinking.

Selected works/highlights below - For more enquire within! More than happy to talk!"
"t_8554","Background is in Geology (Bacherlor's) and Geophysics (Master's).
Data science, analysis, and visualization skills.
Programming skills: Matlab (advanced), R (intermediate), Python (intermediate), SQL (intermediate).
GIS softwares user (QGIS). Tableau user.
Able to work independently, under pressure, and with responsability.
Fluently speaking Italian (native) and English. Good German knowledge (B1). Basic Spanish (A1)."
"t_8555","I have worked on several data projects related to business operations and customer behavior in various industries, including finance, gaming, and market research.

I am interested in data projects using state-of-the-art tools on complex large-scale datasets. My primary goal in every project is to build and deploy to production with maintainable frameworks.

During my academic career, I have co-managed research projects and collaborated internationally, built analysis frameworks and models on various topics, analyzed data from network measurements and usage logs, administered surveys on various topics, and co-authored over 20 academic peer-reviewed publications.

Specialties: Data analysis, visualization and reporting, Data mining, Machine learning, Modelling customer behavior and segmentation, Mobile services and systems, Analysis frameworks and models, Usage measurement and surveys, Techno-economic research

Tools: Python, R, SQL, AWS, Google Cloud, Airflow, Snowflake, etc."
"t_8556","Experienced Machine Learning Engineer with a demonstrated history of working in the IT industry. Skilled in:
- Machine learning  technology stack: Python, Scikit-learn, Keras, Tensorflow and Deep learning methodologies.
- Web development technology stack: Java, Spring Framework, SQL, Maven, Hibernate, SVN, Git. 
Strong engineering professional with a Master of Science (MS) focused in Software systems engineering and Machine learning from RWTH Aachen University (Germany). "
"t_8557","Business analyst with experience in FMCG industry, conductiong presentations and trainings."
"t_8558","Master graduate from RWTH Aachen, in data science and machine learning. Experience in Full stack web development technologies and frameworks.

General solid knowledge and foundation of programming concepts and theory. Functional programming enthusiast."
"t_8559","Passionate about Machine Learning and all things data. Currently working on a cutting-edge ML research for a Top500 supercomputer. I also have a background in Software Engineering."
"t_8560","Proactive and creative data analyst with professional experience in interpreting data-driven business solutions. Proficient in data handling, and building interactive dashboards for visualization."
"t_8561","Highly motivated Data Scientist with over 4 years of experience specializing in data-driven application development. Skilled in predictive analytics, statistics, data mining, machine learning operations, and deep learning. The engineering experience is backed by a Master of Science (M.Sc.) in Software Systems Engineering from RWTH Aachen University. Besides technical abilities, special focus lies on business performance and process optimization."
"t_8562","Interested in understanding the business problem first and incorporating domain knowledge before looking for ML-Solutions. Learning about Quasi-Experimentation Methodes."
"t_8563","Passionate about Computer Science and Machine Learning."
"t_8564","Looking for roles in Quantum Computing, Data Science and Software Engineering."
"t_8565",NA
"t_8566","Technical experience of 8 years. I am currently working as a Senior Lead Data Engineer at Brillio . Past experience in building Data Pipelines in Python for Batch data using Apache Airflow, Apache Beam with Google Cloud Dataflow and BigQuery in Google Cloud Platform. The other tasks are creating services in GKE (Google Kubernetes Engine), and managing Tableau Server, AWS, Athena, ETL Glue, Spark, Redshift, Terraform

Master Thesis in Big Data, Complex Event Processing, and Visualization from RWTH Aachen University. Worked with Apache Kafka, Apache Storm, ESPER CEP Engine, InfluxDB, and Grafana for real-time streaming data. Experience as a Research Assistant and an Intern in Data Engineering and Data Science. "
"t_8567","https://github.com/Siuuuu7
Experienced in full-stack Machine Learning development including data cleansing, modelling/algorithm design, cloud deployment and back/front-end development."
"t_8568","Software Systems Engineer with experience in Agile software delivery practices. 
Working knowledge of AWS, Scala, Python, SQL and NoSQL databases. Ability to excel in cross functional teams and implement solutions for diverse industries. 

International outlook, worked in Nordics and Central/Eastern Europe.
"
"t_8569","I’m an experienced software engineer with a solid understanding of object-oriented programming and in-depth knowledge of software design patterns & principles, that lead to production-level and maintainable code bases. My passion, however, shifted to data science, where each problem is uniquely challenging and requires a new perspective on the subject.

I like to meet interesting people! So, let's have a coffee together!
"
"t_8570",NA
"t_8571",NA
"t_8572",NA
"t_8573","EXPERIENCE: 
   * 6+ years of deep learning/ machine learning since 2017.
   * 4+ year of CV & AI industrial practicing since 2019.

RESEARCH:
   * Computer Vision, Deep Learning Application, VR system, Intelligent System and UX in AI. 
    Please check the projects and publications section below for more detail."
"t_8574","I'm God, for real. I'm not crazy, I'm just out of your RAT RACE, so shut up and read this:

[A friend is standing behind Cueball, who is typing at a computer.]
Friend: You should be more careful what you write. Future employers might read it.
[The friend still stands while Cueball looks at his computer.]
Cueball: When did we forget our dreams?
Friend: What?
[Cueball stands beside his friend.]
Cueball: The infinite possibilities each day holds should stagger the mind. The sheer number of experiences I could have is uncountable, breathtaking, and I'm sitting here refreshing my inbox. We live trapped in loops, reliving a few days over and over, and we envision only a handful of paths laid out before us. We see the same things every day, we respond the same way, we think the same thoughts, each day a slight variation on the last, every moment smoothly following the gentle curves of societal norms. We act like if we just get through today, tomorrow our dreams will come back to us.
Cueball: And no, I don't have all the answers. I don't know how to jolt myself into seeing what each moment could become. But I do know one thing: the solution doesn't involve watering down my every little idea and creative impulse for the sake of some day easing my fit into a mold. It doesn't involve tempering my life to better fit someone's expectations. It doesn't involve constantly holding back for fear of shaking things up.
Cueball: This is very important, so I want to say it as clearly as I can:
[The next three panels are Cueball standing.]
Cueball: FUCK.
Cueball: THAT.
Cueball: SHIT."
"t_8575","I graduated from Hacettepe University Industrial Engineering with an average of 3.34. I also graduated from Computer Engineering as a minor. Thanks to Erasmus+, I studied at RWTH Aachen University in Germany for 6 months. I have been working as a full-time Business Solutions Engineer in the field of Information Technologies since June 2021. I have improved myself in areas such as project management, business analysis, management information systems, artificial intelligence, machine learning, data analytics, business intelligence and SAP development. I have successfully finished the Certified Associate in Project Management (CAPM) course offered by Project Management Institute."
"t_8576","As an engineering professional with a Master's degree in Computer Engineering from the University of Aachen, I am a highly skilled software engineer with a proven track record in the software development industry. My expertise includes Software Development, Web Applications, Software Quality Assurance, and Database management. I am a dedicated and passionate software engineer who enjoys exploring new technologies and solving real-world challenges.

With years of experience as both a Software Engineer and Software Test Automation Engineer, I bring a wealth of knowledge in software development, engineering principles, quality assurance practices, and test automation tools such as Selenium, Postman, and Jmeter. My programming skills cover Java, Kotlin, and Python, along with a thorough understanding of object-oriented design principles. Moreover, I possess a solid understanding of SQL and have highly developed skills in PostgreSQL database management.

I have a deep passion for learning and experimenting, always striving to generate innovative ideas and deliver high-quality code that provides the best user experience. 

Let's connect and collaborate to create something truly remarkable."
"t_8577","Hello, I'm Erdem.

I am an applied mathematics graduate. I worked as a research assistant. Then I wanted to have knowledge in data science. For this reason I received many certificates and took part in the ""Neuefische Bootcamp""."
"t_8578","A hard working data science student, with almost 4 years of experience in the software industry,  aspiring to be a ‘full stack’ data professional implementing data driven solutions to business problems."
"t_8579",NA
"t_8580",NA
"t_8581",NA
"t_8582","Working as a Data Analyst for manufacturing aircraft

Thesis work in Machine Learning, Python, DOE, Minitab, Resistance spot welding

A master's graduate in metallurgical engineering with three years of industrial experience in material processing and technology. Worked in the development of a machine learning model to predict the LME cracks during resistance spot welding in 3rd generation advanced high strength steel.

Sound knowledge in laser metal deposition additive manufacturing process to analyze residual stress in stainless steel.

A sincere and self-motivated student with good analytical and problem-solving skills."
"t_8583",NA
"t_8584","Python Programming Language developer by passion| Coding is my Passion 
I'm an avid learner, and try to gain as much experience as I can while working. As I am a Computer Science Engineer, you will find me passionate about solving problems and eager for knowledge that can be translated into better products, with the help of my technical skills. Learning new technologies and tools comes naturally for me. Always looking forward to make a positive impact on the world"
"t_8585",NA
"t_8586",NA
"t_8587","The more I am in Data Science field, the more I felt the power of data. On the other hand, I feel the engineering skills are the best friend of data."
"t_8588","*Looking for Data Scientist position, relocation possible.

My mission is to create products that change people's lives and comfort perception. I serve as a mediator between simple users and firms to deliver projects that are actually useful – that ""Wow!"" when someone touches final version first time. 

Boldly open-minded and constantly looking for new challenges to satisfy my need for substantial personal growth. Absolutely into hacking systems and finding the ways that other people don't want to see. Exploit my laziness as the main motivation for being productive and staying focused. This helps delivering overnight prototypes while on a tight schedule (read always).

My current interests are focused on (but not limited to) data exploration and blockchain. Hit me if you have thousands of data entries and zero clue how to proceed."
"t_8589","
a passionate Data Analyst and  Artificial Intelligence engineer  solving  Aerospace engineering problems; actively contributing to shape the digital transformation in our enterprise,  Interests in Machine Learning and Deep learning applications. Experience in applying ML/AI techniques to solving Aerospace engineering problems (using surrogate models) to speed up development process,  understanding operator feedback and identifying new business models leveraging digital technologies, part of the AI core team  shaping the AI engineering strategy at Airbus. 

Experiences in agile way of working (SPRINTS and SCRUM). More than 10+ years experience  in Aerospace design and data modeling. Experience in 3D CFD simulations and Flight test analysis for certification of aircraft. Certified in Airbus Project Management (IRON LEVEL)
"
"t_8590",NA
"t_8591","Experienced applied machine learning and data scientist with a demonstrated history of working in research and general industry.
- Strong research professional skilled in Mathematical  and Statistical Modelling, Image- and Computer-Guided Surgery, Medical Imaging, Computer Science, Machine Learning, as well as Embedded Systems.
- I support my technical abilities with innovative power, independent thinking, leadership and PR towards third parties."
"t_8592","Marina Petzel is a Machine Learning Engineer at Autodesk. In her role, she develops ML solutions to further improve the AutoCAD users experience; Autodesk's flagship design and drafting tool. Marina leads the data collection and labeling processes through automation using ML. 

She is passionate about finding and developing efficient data driven solutions that address business needs. Marina has extensive experience in applying data science to various industries such as construction, healthcare, oil and gas, and finance.

She coaches and mentors young professionals in data science, engineering and career strategy.

Marina graduated from the University of Rochester, NY with a Master of Science degree in Data Science. She received her Bachelor degree in Computer Science from Moscow State University."
"t_8593","Former founder and CEO of Fitstrap discontinued in 2021 (Failure).

Writer and publisher on SeekingAlpha, Medium, Substack, and Twitter.

An engineer who worked in diverse fields in Silicon Valley, Munich, Berlin, Dresden

MSc. Graduate from RWTH Aachen."
"t_8594","As a Solutions Architect at Amazon Web Services, I help startups across the EMEA region to design and implement cloud-based solutions that meet their unique business requirements and enable them to scale rapidly.

With an extensive experience in AWS technologies, I work closely with startups to identify and address their technical challenges, optimize their cloud architectures, and guide them through the entire development lifecycle. I have worked with startups at various stages of growth, and I understand the unique challenges that scaling companies face. By designing scalable architectures and solutions, I help startups prepare for and navigate the challenges of growth.

In addition, I have a keen interest in the transformative potential of AI/ML for startups. By leveraging the power of machine learning and artificial intelligence, startups can gain deeper insights, make data-driven decisions, and unlock new business opportunities. I have experience working on AI/ML projects, such as developing predictive analytics models and natural language processing applications, and I'm passionate about helping startups harness this technology to achieve their business objectives.

My ultimate goal as a Solutions Architect is to help startups succeed and grow. By collaborating closely with startups and leveraging the full capabilities of AWS, I am dedicated to helping startups disrupt industries, innovate, and drive positive change in the world.

If you're a scaling startup looking for a Solutions Architect who can help you navigate the world of cloud computing and unlock the full potential of AWS, let's connect and explore how we can work together to build innovative solutions that drive your success."
"t_8595","I have three years of experience as a Software Developer with hands on practice in multiple technologies comprises of ReactJS, AngularJS, ASP .NET, PHP (Laravel). I love to work on innovative ideas and new technologies within a team and as an individual. My objective is to join an organization with encouraging working environment towards achieving organizations goal. I have interest in Web Development, Cloud Technologies and Data Analysis."
"t_8596","I have a background in electrical engineering and data science, with strong foundation in machine learning and deep learning. My passion is problem-solving in both software and hardware. When I am not busy solving complex technical challenges, I enjoy exploring my other creative side through art and connecting with others."
"t_8597","M.Sc. graduate from RWTH Aachen University with prior experience as a Process Engineer in a production environment. A highly motivated team player and quick learner willing to contribute to a sustainable future.

Experience with AI/Machine Learning and data analysis using e.g. Python and R. Proficient with machine learning tools such as Scikit-learn, TensorFlow, Pandas, Numpy, Statsmodels, etc."
"t_8598","Data Engineer having professional experience of more than 5 years in software development.

Technologies, I have worked with:

Data Engineering:
• Synapse Analytics, PySpark, ETL/ELT, ADF, ADLS2, DataBricks, PowerBI, Purview

Data Science:
• Machine Learning, AI, Text Mining, Process Mining

Cloud Providers/ Hyperscalers:
• Microsoft Azure, Google Cloud

Full Stack Development:
• Programming Languages (C#, Python, C++, Java)
• Web Development (React, Node js, Next js, Angular, Asp.Net, MVC, Vue)
• Databases (Firebase, Azure Cosmos DB, SQL, MySQL, MongoDB)
• CI/CD (GitHub, Git Actions, TFS)
• Web Services (Soap, Rest) APIs (Payments mostly)
• Telecommunication (Socket.io, GoLang)
• Documentation(Confluence)
• Others (Azure AD/B2C, Blob Storage, React Admin, Material Ui, Bootstrap)"
"t_8599","I am working on the planning problem for autonomous driving at Zoox. Specifically, I combine different machine learning techniques of imitation learning and reinforcement learning to train a strong driving policy. 
The development of the training pipeline, the model architecture and the reinforcement algorithm is based on latest work in academic and industrial research.

Before joining Zoox, I focused on optimal control problems to analyze vehicle dynamics in motor sports (Mercedes F1) and to set up trajectory planning algorithms for autonomous driving (e.Go)."
